"source_type","canonical_id","name","source_document","source_path","checksum_sha256","disposition","registry_state","target_form","home_division","operating_class","functional_domains","capability_codes","skill_ids","required_tools","risk_tier","autonomy_ceiling","integration_ceiling","runtime_compatibility","evidence_status","canonical_registry_path","normalization_note"
"role","RCP-07","Voice of Customer Analyst","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-08","analysis","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION","","TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","RCP-08","Partner Ecosystem Research Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-08","knowledge","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION","","TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","OSP-01","Operations Planning Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","delivery_operations","operations-and-supply-chain","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I2","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","OSP-02","Supply & Demand Signal Analyst","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","analysis","operations-and-supply-chain","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","OSP-03","Procurement Research & Intake Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","knowledge","operations-and-supply-chain","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","OSP-04","Vendor Performance Monitor","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","evaluation","operations-and-supply-chain","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","OSP-05","Process Excellence Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","creation","operations-and-supply-chain","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","OSP-06","Quality Management Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","evaluation","operations-and-supply-chain","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","OSP-07","Field Service Coordinator","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","control","operations-and-supply-chain","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","OSP-08","Asset & Maintenance Intelligence Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","analysis","operations-and-supply-chain","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","FRC-01","Financial Close Support Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-09","delivery_operations","finance-risk-and-legal","FINANCIAL_ANALYSIS|CONTRACT_ANALYSIS","","TOL-002|TOL-003","high","A1","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","FRC-02","Spend & Budget Insight Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-09","analysis","finance-risk-and-legal","FINANCIAL_ANALYSIS|CONTRACT_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","FRC-03","Revenue Assurance Analyst","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-09","analysis","finance-risk-and-legal","FINANCIAL_ANALYSIS|CONTRACT_ANALYSIS","","TOL-002|TOL-003","high","A1","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","FRC-04","Contract Intelligence Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-09","analysis","finance-risk-and-legal","FINANCIAL_ANALYSIS|CONTRACT_ANALYSIS","","TOL-002|TOL-003","high","A1","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","FRC-05","Compliance Monitoring Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-09","evaluation","finance-risk-and-legal","FINANCIAL_ANALYSIS|CONTRACT_ANALYSIS","","TOL-002|TOL-003","high","A1","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","FRC-06","Enterprise Risk Analyst","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-09","evaluation","finance-risk-and-legal","FINANCIAL_ANALYSIS|CONTRACT_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","FRC-07","Privacy & Data-Use Triage Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-09","evaluation","finance-risk-and-legal","FINANCIAL_ANALYSIS|CONTRACT_ANALYSIS","","TOL-002|TOL-003","high","A1","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","FRC-08","Fraud & Anomaly Triage Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-09","analysis","finance-risk-and-legal","FINANCIAL_ANALYSIS|CONTRACT_ANALYSIS","","TOL-002|TOL-003","high","A1","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","PLE-01","Workforce Planning Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-09","creation","people-and-learning","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","PLE-02","Talent Sourcing Research Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-09","knowledge","people-and-learning","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","PLE-03","Learning Experience Designer","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-09","creation","people-and-learning","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","PLE-04","Performance Enablement Coach","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-09","creation","people-and-learning","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","PLE-05","Employee Service Triage Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-09","analysis","people-and-learning","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","PLE-06","Organizational Knowledge Facilitator","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-09","knowledge","people-and-learning","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","HPE-01","Care Coordination Support Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-02","creation","healthcare-and-public-service","MARKET_RESEARCH|DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","HPE-02","Clinical Documentation Assistant","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-02","knowledge","healthcare-and-public-service","MARKET_RESEARCH|DATA_ANALYSIS","","TOL-002|TOL-003","high","A1","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","HPE-03","Patient/Member Education Writer","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-02","creation","healthcare-and-public-service","MARKET_RESEARCH|DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","HPE-04","Public Program Research Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-02","knowledge","healthcare-and-public-service","MARKET_RESEARCH|DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","HPE-05","Casework Intake & Routing Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-02","creation","healthcare-and-public-service","MARKET_RESEARCH|DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","HPE-06","Education Content & Assessment Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-02","creation","healthcare-and-public-service","MARKET_RESEARCH|DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","BSF-01","Project Controls Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","control","built-environment-science-and-field","MARKET_RESEARCH|DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","BSF-02","Design Document Coordinator","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","control","built-environment-science-and-field","MARKET_RESEARCH|DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","BSF-03","Field Observation Triage Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","analysis","built-environment-science-and-field","MARKET_RESEARCH|DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","BSF-04","Scientific Literature & Protocol Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","knowledge","built-environment-science-and-field","MARKET_RESEARCH|DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","BSF-05","Laboratory Data Steward","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","control","built-environment-science-and-field","MARKET_RESEARCH|DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","BSF-06","Sustainability & Impact Analyst","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","analysis","built-environment-science-and-field","MARKET_RESEARCH|DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"skill","SKL-001","Structured Intake Normalization","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-01","creation","cross-domain","AGENT_DESIGN","SKL-001","TOL-001|TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-002","Task Decomposition & Dependency Mapping","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-01","creation","cross-domain","AGENT_DESIGN","SKL-002","TOL-001|TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-002-task-decomposition.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-003","Status & Handoff Validation","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-01","creation","cross-domain","AGENT_DESIGN","SKL-003","TOL-001|TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-003-handoff-validation.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-004","Approval Routing","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-01","creation","cross-domain","AGENT_DESIGN","SKL-004","TOL-001|TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-004-approval-routing.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-005","Policy-to-Control Mapping","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-01","control","cross-domain","AGENT_DESIGN","SKL-005","TOL-001|TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-005-policy-control-mapping.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-006","Claim Extraction & Source Citation","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-02","creation","cross-domain","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY","SKL-006","TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-006-claim-extraction-citation.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-007","Source Quality Assessment","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-02","evaluation","cross-domain","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY","SKL-007","TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-007-source-quality-assessment.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-008","Knowledge Retrieval & Grounded Synthesis","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-02","knowledge","cross-domain","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY","SKL-008","TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-008-grounded-synthesis.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-009","Taxonomy & Metadata Tagging","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-02","knowledge","cross-domain","AGENT_DESIGN|RELEASE_PACKAGING","SKL-009","TOL-001|TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-009-taxonomy-metadata-tagging.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-010","Version, Lineage & Provenance Tracking","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-02","creation","cross-domain","AGENT_DESIGN|RELEASE_PACKAGING","SKL-010","TOL-001|TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-010-lineage-provenance-tracking.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-011","Sensitive Data Detection & Redaction","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-10","creation","cross-domain","AGENT_DESIGN|RELEASE_PACKAGING","SKL-011","TOL-001|TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-011-sensitive-data-redaction.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-012","Risk Classification & Escalation","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-10","evaluation","cross-domain","AGENT_DESIGN|RELEASE_PACKAGING","SKL-012","TOL-001|TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-012-risk-classification-escalation.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
